customerID;gender;SeniorCitizen;Partner;Dependents;tenure;PhoneService;MultipleLines;InternetService;OnlineSecurity;OnlineBackup;DeviceProtection;TechSupport;StreamingTV;StreamingMovies;Contract;PaperlessBilling;PaymentMethod;MonthlyCharges;TotalCharges;Churn
9786-YWNHU;Female;No;Yes;Yes;63;Yes;No;DSL;Yes;Yes;Yes;Yes;No;No;Two year;No;Mailed check;6355;40142;No
6407-GSJNL;Female;No;No;No;51;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);2495;1288;No
6005-OBZPH;Female;Yes;No;No;26;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;No;Month-to-month;Yes;Electronic check;8915;227765;Yes
4049-ZPALD;Female;No;Yes;No;64;Yes;No;Fiber optic;Yes;No;Yes;No;Yes;Yes;Two year;Yes;Bank transfer (automatic);99;63758;No
7932-WPTDS;Female;Yes;Yes;No;1;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;248;248;Yes
3733-UOCWF;Male;Yes;Yes;No;61;Yes;Yes;Fiber optic;No;Yes;No;Yes;No;No;One year;Yes;Bank transfer (automatic);8555;525175;No
6833-JMZYP;Female;No;No;No;15;Yes;No;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Credit card (automatic);94;150545;No
2722-VOJQL;Male;No;No;No;64;Yes;Yes;Fiber optic;No;Yes;No;Yes;Yes;Yes;One year;Yes;Credit card (automatic);10565;69031;Yes
1310-QRITU;Female;No;No;No;18;Yes;Yes;DSL;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;503;9133;No
8961-QDZZJ;Female;No;Yes;Yes;57;Yes;No;Fiber optic;No;Yes;No;No;Yes;Yes;One year;Yes;Electronic check;95;55358;No
9715-SBVSU;Male;No;Yes;Yes;14;Yes;No;DSL;Yes;Yes;No;No;No;Yes;Two year;Yes;Bank transfer (automatic);614;81555;No
8490-BXHEO;Male;Yes;No;No;18;Yes;Yes;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Credit card (automatic);8055;141165;No
7173-TETGO;Female;Yes;Yes;No;72;Yes;Yes;Fiber optic;Yes;No;No;No;No;No;Two year;No;Bank transfer (automatic);785;560225;No
7929-SKFGK;Male;No;Yes;No;70;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Credit card (automatic);1143;82443;No
2300-RQGOI;Female;No;No;No;38;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;2005;7415;No
3563-SVYLG;Male;No;Yes;Yes;68;Yes;No;DSL;Yes;Yes;Yes;Yes;No;No;Two year;No;Credit card (automatic);6265;43758;No
5228-EXCET;Male;No;No;No;13;Yes;No;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;8085;10087;Yes
6435-VWCCY;Male;Yes;Yes;No;65;Yes;Yes;Fiber optic;Yes;Yes;No;No;Yes;No;Two year;Yes;Credit card (automatic);927;59684;No
4998-IKFSE;Female;No;No;No;30;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;No;Electronic check;10045;30969;No
8630-QSGXK;Male;No;Yes;No;51;Yes;Yes;DSL;No;No;No;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);752;390125;No
2455-USLMV;Female;No;No;No;31;Yes;Yes;Fiber optic;Yes;No;Yes;No;No;No;Month-to-month;Yes;Credit card (automatic);8475;26134;No
7394-FKDNK;Female;No;Yes;No;9;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;No;Electronic check;8945;8531;Yes
9488-FVZCC;Female;No;Yes;Yes;72;Yes;Yes;DSL;Yes;Yes;Yes;Yes;No;Yes;Two year;Yes;Bank transfer (automatic);795;56617;No
6331-LWDTQ;Male;No;No;No;10;Yes;Yes;DSL;No;No;No;No;Yes;Yes;Month-to-month;Yes;Credit card (automatic);7215;79425;Yes
5995-WWKKG;Female;No;No;No;37;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Electronic check;198;69505;No
1597-FZREH;Female;No;No;No;2;Yes;No;DSL;No;No;Yes;Yes;Yes;Yes;Month-to-month;No;Electronic check;764;1608;Yes
7879-CGSFV;Male;No;No;No;55;Yes;No;Fiber optic;Yes;Yes;No;No;Yes;Yes;One year;Yes;Mailed check;1009;555205;No
9921-EZKBY;Male;No;No;Yes;33;Yes;Yes;Fiber optic;Yes;No;Yes;No;No;Yes;Month-to-month;Yes;Bank transfer (automatic);953;327515;No
7432-FFVAR;Female;No;Yes;Yes;46;Yes;No;Fiber optic;No;No;Yes;Yes;No;Yes;One year;No;Bank transfer (automatic);9095;42366;No
7246-ZGQDF;Female;No;No;Yes;1;Yes;No;DSL;Yes;No;No;Yes;No;No;Month-to-month;No;Electronic check;545;545;No
7000-WCEVQ;Female;Yes;No;No;20;Yes;Yes;DSL;No;No;No;No;No;Yes;Month-to-month;Yes;Mailed check;616;117435;Yes
0727-IWKVK;Male;No;Yes;No;9;Yes;No;Fiber optic;No;Yes;Yes;No;No;No;Month-to-month;Yes;Electronic check;799;7417;Yes
5959-BELXA;Male;Yes;No;No;32;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Credit card (automatic);9615;301925;Yes
4456-RHSNB;Female;No;Yes;Yes;19;Yes;No;DSL;No;No;Yes;No;No;No;Month-to-month;Yes;Bank transfer (automatic);496;9629;No
3512-IZIKN;Female;No;Yes;No;70;Yes;Yes;DSL;Yes;No;Yes;Yes;No;No;Two year;No;Credit card (automatic);653;475975;Yes
2481-SBOYW;Female;No;No;Yes;61;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Credit card (automatic);25;149835;No
7109-MFBYV;Male;No;No;No;26;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Electronic check;4545;123315;No
1833-TCXKK;Male;No;Yes;No;45;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);10775;48828;No
1832-PEUTS;Male;No;Yes;Yes;62;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;No;Two year;Yes;Credit card (automatic);891;541165;No
6141-OOXUQ;Male;No;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;1965;1965;Yes
8660-BUETV;Female;No;No;No;3;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Mailed check;4475;14805;No
0580-PIQHM;Female;No;Yes;Yes;41;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;No;Yes;One year;Yes;Bank transfer (automatic);1016;393055;No
5696-CEIQJ;Male;No;Yes;Yes;67;Yes;No;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Two year;No;Bank transfer (automatic);10315;68955;No
7503-ZGUZJ;Male;No;No;No;1;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Mailed check;8465;8465;Yes
1696-HXOWK;Female;No;Yes;No;71;Yes;Yes;Fiber optic;Yes;Yes;No;No;Yes;No;One year;No;Mailed check;9565;685695;No
3026-ATZYV;Female;No;Yes;Yes;37;Yes;No;DSL;Yes;Yes;No;No;Yes;Yes;One year;No;Bank transfer (automatic);751;26588;No
4012-YCFAI;Male;No;Yes;No;60;Yes;No;DSL;Yes;Yes;No;Yes;No;No;Two year;Yes;Mailed check;6135;37662;No
2506-TNFCO;Female;Yes;Yes;No;1;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;6955;6955;Yes
9970-QBCDA;Female;No;No;No;6;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Credit card (automatic);197;12955;No
8718-PTMEZ;Female;No;No;No;13;No;No phone service;DSL;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;3105;34725;Yes
9496-IVVRP;Female;No;Yes;Yes;11;Yes;No;DSL;Yes;No;No;No;No;No;Month-to-month;No;Bank transfer (automatic);51;5817;No
2207-OBZNX;Male;No;No;No;7;Yes;No;DSL;Yes;No;No;No;No;No;Month-to-month;Yes;Mailed check;51;35405;Yes
2657-VPXTA;Female;No;Yes;Yes;10;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;8885;92945;No
6551-VLJMV;Male;No;Yes;No;34;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);2005;679;No
1221-GHZEP;Female;No;No;No;62;Yes;No;DSL;Yes;No;No;Yes;No;Yes;Two year;Yes;Mailed check;651;384675;No
9289-LBQVU;Male;No;Yes;No;64;Yes;Yes;DSL;No;Yes;No;Yes;No;Yes;One year;Yes;Mailed check;7015;44807;No
6142-VSJQO;Female;No;Yes;Yes;1;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);4435;4435;Yes
3458-IDMFK;Male;No;No;No;25;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Mailed check;2075;4994;No
6933-FHBZC;Female;No;No;No;26;Yes;No;DSL;No;Yes;Yes;No;No;No;One year;Yes;Mailed check;5605;15532;No
0221-NAUXK;Male;No;No;Yes;10;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Bank transfer (automatic);1995;2195;No
9770-KXGQU;Female;No;No;No;53;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;No;One year;No;Mailed check;986;531185;No
6437-UKHMV;Female;No;No;No;7;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;797;58605;Yes
6538-POCHL;Male;No;No;No;33;Yes;No;Fiber optic;No;Yes;Yes;No;No;No;Month-to-month;Yes;Credit card (automatic);79;25768;No
6726-NNFWD;Female;Yes;Yes;No;71;Yes;No;Fiber optic;No;Yes;Yes;No;No;Yes;Two year;No;Credit card (automatic);8945;643525;No
3002-WQZWT;Female;No;No;No;29;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;742;199325;No
4277-UDIEF;Male;No;Yes;Yes;24;Yes;Yes;DSL;Yes;No;No;Yes;Yes;Yes;Month-to-month;No;Bank transfer (automatic);81;192385;No
1208-NBVFH;Male;No;Yes;Yes;20;Yes;No;DSL;No;No;Yes;No;No;No;Month-to-month;Yes;Electronic check;496;9398;No
4912-PIGUY;Female;No;No;No;1;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;846;846;No
1114-CENIM;Male;No;No;Yes;54;Yes;Yes;DSL;No;Yes;No;No;No;No;Month-to-month;Yes;Credit card (automatic);55;309265;Yes
6060-DRTNL;Female;Yes;No;No;5;Yes;No;Fiber optic;No;No;Yes;No;Yes;No;Month-to-month;Yes;Mailed check;8485;41555;Yes
2725-TTRIQ;Female;No;Yes;Yes;72;Yes;Yes;DSL;Yes;No;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);842;598655;No
3374-TTZTK;Male;No;Yes;No;52;Yes;No;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Electronic check;1063;5487;No
8990-ZXLSU;Female;No;No;No;9;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Electronic check;6905;6515;No
2275-RBYQS;Female;No;No;No;1;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;454;454;No
8473-VUVJN;Male;Yes;No;No;1;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;7365;7365;Yes
6289-CPNLD;Male;No;Yes;Yes;33;Yes;No;DSL;No;No;Yes;Yes;Yes;Yes;One year;Yes;Mailed check;739;240505;Yes
5536-SLHPM;Female;No;Yes;No;55;Yes;Yes;Fiber optic;No;No;Yes;No;No;No;Month-to-month;Yes;Electronic check;7775;445815;Yes
4419-UJMUS;Male;No;Yes;Yes;69;Yes;Yes;Fiber optic;No;No;No;Yes;Yes;Yes;Two year;Yes;Electronic check;9935;685645;No
7794-JASDG;Male;No;No;No;1;Yes;No;DSL;Yes;No;No;No;No;No;Month-to-month;Yes;Mailed check;5075;5075;No
7609-YBPXG;Male;No;No;No;54;Yes;Yes;DSL;Yes;No;Yes;Yes;Yes;Yes;Two year;No;Bank transfer (automatic);871;47352;No
5519-TEEUH;Male;No;No;Yes;33;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Mailed check;2015;68215;No
7856-GANIL;Male;Yes;Yes;No;45;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;No;One year;Yes;Bank transfer (automatic);987;45258;No
0804-XBFBV;Female;No;No;Yes;11;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;No;Electronic check;252;32105;No
2676-OXPPQ;Male;No;No;No;6;Yes;No;DSL;Yes;Yes;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);557;33565;No
3703-TTEPD;Male;No;No;No;21;Yes;No;DSL;Yes;No;Yes;No;Yes;No;Month-to-month;No;Bank transfer (automatic);6535;14244;No
2799-TSLAG;Female;No;Yes;Yes;65;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Bank transfer (automatic);253;174855;No
0196-VULGZ;Female;Yes;Yes;No;6;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;8435;4749;Yes
8837-VVWLQ;Female;No;No;No;8;Yes;No;Fiber optic;Yes;No;No;No;Yes;No;Month-to-month;No;Electronic check;8495;6684;Yes
2696-NARTR;Male;No;No;No;11;Yes;No;Fiber optic;No;No;No;Yes;No;No;Month-to-month;Yes;Electronic check;7385;92625;Yes
2208-NKVVH;Male;No;Yes;Yes;43;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;2425;107795;No
7614-QVWQL;Male;No;Yes;Yes;49;No;No phone service;DSL;No;Yes;No;No;Yes;Yes;One year;Yes;Bank transfer (automatic);518;254125;Yes
1976-CFOCS;Female;Yes;Yes;No;1;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Electronic check;46;46;Yes
4631-OACRM;Male;Yes;No;No;15;Yes;No;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;794;11561;Yes
7139-JZFVG;Male;No;Yes;Yes;60;Yes;No;DSL;Yes;Yes;Yes;No;No;No;Two year;No;Bank transfer (automatic);605;369445;No
4987-GQWPO;Male;No;No;No;17;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;No;Credit card (automatic);251;3828;No
3755-JBMNH;Male;Yes;Yes;No;16;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);718;11678;Yes
1757-TCATG;Male;No;Yes;Yes;35;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Bank transfer (automatic);2005;74675;No
6345-ULYRW;Male;Yes;Yes;No;44;Yes;Yes;Fiber optic;No;Yes;No;No;No;Yes;One year;No;Mailed check;884;39129;Yes
4776-XSKYQ;Female;No;Yes;Yes;12;No;No phone service;DSL;No;No;No;Yes;No;No;One year;No;Credit card (automatic);3025;36885;No
8048-DSDFQ;Male;No;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;202;202;No
5753-QQWPW;Female;No;No;No;28;Yes;No;DSL;Yes;Yes;No;Yes;No;No;One year;Yes;Electronic check;599;16547;No
6010-DDPPW;Male;No;Yes;No;70;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);2515;194085;No
1809-DMJHQ;Female;No;No;Yes;5;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Mailed check;46;2217;Yes
6693-FRIRW;Male;No;No;No;18;Yes;No;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;No;Credit card (automatic);1013;179465;No
6586-MYGKD;Male;No;Yes;No;70;Yes;Yes;DSL;Yes;No;No;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);7695;52898;No
3173-NVMPX;Female;No;Yes;Yes;9;Yes;Yes;DSL;No;Yes;No;No;No;No;Month-to-month;Yes;Mailed check;553;5012;No
0248-PGHBZ;Female;Yes;No;No;67;Yes;No;Fiber optic;Yes;Yes;No;Yes;Yes;No;Two year;Yes;Bank transfer (automatic);9245;614085;No
0623-GDISB;Female;No;No;No;1;Yes;No;DSL;Yes;No;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);4845;4845;No
2892-GESUL;Female;No;Yes;Yes;18;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;1935;30925;No
6923-EFPNL;Male;No;No;No;4;Yes;Yes;DSL;No;No;No;No;No;No;Month-to-month;No;Credit card (automatic);5175;2011;Yes
7472-EQOAV;Male;Yes;Yes;Yes;71;Yes;No;Fiber optic;Yes;Yes;Yes;No;No;No;One year;Yes;Bank transfer (automatic);867;617935;No
9574-RKJIF;Male;No;Yes;Yes;30;Yes;Yes;Fiber optic;Yes;Yes;No;No;Yes;No;Month-to-month;Yes;Electronic check;944;28387;Yes
2043-WVTQJ;Male;No;Yes;No;1;Yes;No;DSL;Yes;No;Yes;No;No;No;Month-to-month;No;Mailed check;557;557;No
8034-RYTVV;Female;No;No;No;55;Yes;Yes;Fiber optic;Yes;No;Yes;No;No;No;One year;Yes;Credit card (automatic);8425;458985;No
3863-QSTYI;Male;No;No;No;59;Yes;No;DSL;No;No;Yes;Yes;Yes;No;Month-to-month;Yes;Electronic check;6465;373545;No
2619-WFQWU;Female;No;No;No;1;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;7015;7015;Yes
5044-LRQAQ;Female;No;Yes;No;7;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);692;47755;No
1716-LSAMB;Male;No;Yes;Yes;45;Yes;No;DSL;Yes;No;No;Yes;No;No;Two year;No;Bank transfer (automatic);5465;25537;No
1333-PBMXB;Female;No;Yes;Yes;54;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Bank transfer (automatic);2475;134215;No
6546-OPBBH;Male;No;Yes;Yes;51;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Mailed check;2395;121635;No
5985-BEHZK;Female;Yes;Yes;No;72;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;One year;No;Credit card (automatic);105;757805;No
9127-QRZMH;Male;No;Yes;No;44;Yes;No;DSL;Yes;Yes;No;Yes;No;No;One year;Yes;Bank transfer (automatic);5985;260395;No
5919-VCZYM;Male;No;No;No;2;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;2005;427;No
9644-KVCNC;Female;No;No;No;66;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;No;One year;Yes;Bank transfer (automatic);9215;60569;No
2137-DQMEV;Male;No;Yes;Yes;68;No;No phone service;DSL;Yes;Yes;No;No;Yes;No;One year;No;Mailed check;448;298365;No
8174-LNWMW;Female;No;No;No;31;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);209;68935;No
9279-CJEOJ;Female;Yes;No;No;21;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);954;20251;No
7964-VEXDG;Male;No;No;Yes;21;Yes;Yes;Fiber optic;Yes;No;No;No;No;No;Month-to-month;No;Electronic check;8035;17472;No
2404-JIBFC;Female;No;Yes;Yes;55;Yes;Yes;DSL;Yes;No;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);851;465795;No
0778-NELLA;Male;No;No;No;9;No;No phone service;DSL;No;No;No;No;Yes;No;Month-to-month;Yes;Credit card (automatic);347;2961;Yes
8029-XYPWT;Male;Yes;Yes;No;71;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);11505;80166;No
4614-NUVZD;Female;No;No;No;1;Yes;No;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;811;811;Yes
4632-PAOYU;Male;No;Yes;Yes;22;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;1995;4335;No
3803-KMQFW;Female;No;Yes;Yes;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;2055;2055;Yes
6804-GDMOI;Female;No;No;No;61;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;Two year;Yes;Electronic check;1066;64284;Yes
2990-OGYTD;Female;No;Yes;No;67;Yes;Yes;DSL;No;Yes;Yes;Yes;Yes;Yes;Two year;No;Bank transfer (automatic);8615;588385;No
6646-JPPHA;Female;Yes;No;No;14;Yes;No;Fiber optic;Yes;Yes;No;No;No;No;Month-to-month;No;Electronic check;7885;10438;No
9572-MTILT;Male;No;Yes;No;59;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;No;Month-to-month;Yes;Electronic check;10675;62529;Yes
7658-UYUQS;Male;Yes;Yes;No;21;Yes;No;Fiber optic;No;No;Yes;No;Yes;No;Month-to-month;No;Bank transfer (automatic);8655;185725;No
7880-XSOJX;Male;No;No;No;4;No;No phone service;DSL;Yes;Yes;No;Yes;No;No;Month-to-month;No;Mailed check;424;1464;No
9611-CTWIH;Female;No;No;No;3;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;8945;24045;Yes
4589-IUAJB;Male;No;Yes;No;70;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);2425;172415;No
0329-GTIAJ;Female;No;No;No;3;Yes;No;Fiber optic;No;Yes;No;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;979;3153;Yes
8746-BFOAJ;Male;Yes;No;No;21;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Bank transfer (automatic);205;42955;No
8457-XIGKN;Male;No;No;No;20;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Credit card (automatic);196;35615;No
6072-NUQCB;Male;No;Yes;Yes;22;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Bank transfer (automatic);2025;48825;No
6629-CZTTH;Male;No;No;No;1;Yes;No;DSL;No;No;No;No;No;Yes;Month-to-month;Yes;Mailed check;557;557;Yes
8838-GPHZP;Female;No;No;No;63;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Mailed check;206;12987;No
8750-QWZAJ;Female;No;Yes;Yes;70;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);198;137875;No
5364-EVNIB;Male;No;No;No;13;Yes;No;Fiber optic;No;Yes;Yes;No;No;No;Month-to-month;Yes;Electronic check;798;97345;Yes
6918-UMQCG;Female;No;No;No;5;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;No;Electronic check;802;38425;No
0675-NCDYU;Female;No;Yes;Yes;72;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);1164;854325;No
6339-DKLMK;Female;No;No;No;13;No;No phone service;DSL;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;3165;38995;No
1346-PJWTK;Male;No;Yes;No;61;Yes;No;Fiber optic;No;Yes;Yes;Yes;No;Yes;Month-to-month;No;Credit card (automatic);9415;573185;No
5088-QZLRL;Male;No;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Electronic check;2065;2065;No
8023-QHAIO;Female;Yes;Yes;No;56;Yes;Yes;Fiber optic;No;No;No;Yes;No;No;Month-to-month;Yes;Bank transfer (automatic);7685;427575;No
4397-FRLTA;Female;No;No;No;4;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;2015;845;No
3057-VJJQE;Male;No;No;No;35;Yes;Yes;DSL;Yes;No;No;No;No;No;Two year;No;Mailed check;5525;19241;No
5087-SUURX;Female;No;Yes;No;18;No;No phone service;DSL;No;No;Yes;No;Yes;No;Month-to-month;Yes;Electronic check;3905;66985;Yes
2302-OUZXB;Male;No;Yes;No;72;Yes;Yes;DSL;No;Yes;Yes;No;Yes;Yes;Two year;No;Bank transfer (automatic);8215;57843;No
8133-ANHHJ;Female;Yes;No;No;49;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;No;Yes;One year;No;Bank transfer (automatic);103;51662;No
2270-CHBFN;Female;No;Yes;No;44;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;No;No;Month-to-month;Yes;Credit card (automatic);951;406055;No
0013-EXCHZ;Female;Yes;Yes;No;3;Yes;No;Fiber optic;No;No;No;Yes;Yes;No;Month-to-month;Yes;Mailed check;839;2674;Yes
5982-FPVQN;Female;No;Yes;Yes;37;Yes;Yes;Fiber optic;No;Yes;Yes;No;No;Yes;Month-to-month;Yes;Electronic check;9515;353285;No
9107-UKCKY;Male;No;Yes;No;61;Yes;Yes;DSL;No;Yes;Yes;No;Yes;Yes;One year;Yes;Electronic check;798;49148;No
4654-ULTTN;Male;No;Yes;No;70;Yes;Yes;DSL;Yes;No;Yes;Yes;No;Yes;Two year;Yes;Credit card (automatic);748;53158;No
5550-VFRLC;Female;Yes;No;No;1;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;6985;6985;Yes
5546-BYZSM;Female;No;No;No;41;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Electronic check;2045;7756;No
1492-KGETH;Male;No;Yes;Yes;70;Yes;Yes;DSL;Yes;Yes;Yes;Yes;No;Yes;One year;No;Bank transfer (automatic);7835;544595;No
4929-BSTRX;Female;No;No;No;1;Yes;No;DSL;No;No;No;No;Yes;No;Month-to-month;Yes;Mailed check;5355;5355;Yes
4163-HFTUK;Male;No;No;No;51;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Electronic check;191;10078;No
8215-NGSPE;Female;No;Yes;Yes;42;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;20;83355;No
2225-ZRGSG;Female;No;Yes;Yes;70;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;No;No;Two year;No;Bank transfer (automatic);939;657905;Yes
8859-YSTWS;Male;No;No;No;48;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Bank transfer (automatic);1995;10045;No
5271-YNWVR;Male;No;Yes;Yes;68;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Electronic check;11315;7856;Yes
7601-DHFWZ;Female;No;No;No;48;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);24;118305;No
2657-ALMWY;Female;Yes;Yes;No;26;Yes;No;Fiber optic;No;Yes;No;No;No;Yes;Month-to-month;No;Electronic check;8495;216975;Yes
6330-JKLPC;Male;No;Yes;No;11;Yes;Yes;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);805;8969;Yes
